playerID,H,2B,3B,HR,RBI,R,BB,SO,GIDP,IBB,HBP,SB,CS,AB,PA,AVG,OBP,SLG,OPS,ISO,wOBA,wRAA,K%,BB%,K:BB,BABIP,BACON,TAV
watkilo01,48,9,1,5,21,24,15,47,3,1,2,3,1,188,207,0.255,0.317,0.394,0.711,0.138,0.314,0.2,22.71%,7.25%,3.13,0.316,0.340,0.261
weeksje01,49,10,1,4,21,26,16,40,4,1,2,4,1,187,209,0.262,0.327,0.390,0.717,0.128,0.318,0.8,19.14%,7.66%,2.50,0.315,0.333,0.263
weeksri01,58,13,1,7,25,30,25,67,7,0,5,4,2,245,276,0.237,0.320,0.384,0.704,0.147,0.312,-0.3,24.28%,9.06%,2.68,0.298,0.326,0.259
wellsca01,39,8,1,4,15,20,16,47,4,1,1,2,1,182,200,0.214,0.281,0.335,0.617,0.121,0.275,-6.0,23.50%,8.00%,2.94,0.267,0.289,0.233
wellsve01,44,8,0,5,21,21,14,35,4,1,1,3,1,183,200,0.240,0.298,0.366,0.664,0.126,0.295,-3.0,17.50%,7.00%,2.50,0.273,0.297,0.247
werthja01,106,22,1,14,56,60,49,87,8,2,4,5,1,393,452,0.270,0.357,0.438,0.794,0.168,0.350,13.4,19.25%,10.84%,1.78,0.315,0.346,0.287
wheelry01,47,9,1,5,27,22,16,43,4,1,1,3,1,186,206,0.253,0.315,0.392,0.708,0.140,0.313,-0.1,20.87%,7.77%,2.69,0.304,0.329,0.260
wheelze01,46,8,1,5,21,23,15,42,4,1,2,3,1,186,206,0.247,0.310,0.382,0.692,0.134,0.306,-1.1,20.39%,7.28%,2.80,0.295,0.319,0.255
whiteel03,45,9,1,4,20,20,14,41,4,1,2,3,1,184,203,0.245,0.305,0.370,0.675,0.125,0.299,-2.3,20.20%,6.90%,2.93,0.295,0.315,0.250
wietema01,82,17,1,12,42,36,27,72,5,2,1,2,1,320,352,0.256,0.316,0.428,0.744,0.172,0.326,3.7,20.45%,7.67%,2.67,0.297,0.331,0.269
wiggity01,44,9,1,4,19,23,16,41,4,1,2,3,1,180,200,0.244,0.313,0.372,0.685,0.128,0.305,-1.3,20.50%,8.00%,2.56,0.296,0.317,0.254
wilkian01,45,10,1,4,21,22,16,50,4,1,2,3,1,185,204,0.243,0.310,0.373,0.683,0.130,0.303,-1.6,24.51%,7.84%,3.13,0.313,0.333,0.253
willija01,47,10,1,5,23,23,19,41,5,1,2,4,1,186,209,0.253,0.329,0.398,0.726,0.145,0.322,1.5,19.62%,9.09%,2.16,0.300,0.324,0.266
willijo03,45,9,1,7,25,26,29,59,4,1,5,2,0,200,236,0.225,0.338,0.385,0.723,0.160,0.324,2.1,25.00%,12.29%,2.03,0.284,0.319,0.268
willima07,50,12,1,6,25,26,17,43,4,1,2,3,1,191,211,0.262,0.329,0.429,0.758,0.168,0.332,3.3,20.38%,8.06%,2.53,0.310,0.338,0.274
willima08,50,9,2,5,23,24,16,46,5,1,2,3,1,197,217,0.254,0.316,0.396,0.712,0.142,0.314,0.2,21.20%,7.37%,2.88,0.308,0.331,0.261
wilsobo02,58,11,1,5,28,25,21,60,4,1,2,2,2,247,274,0.235,0.300,0.348,0.648,0.113,0.289,-5.3,21.90%,7.66%,2.86,0.291,0.310,0.243
wilsojo03,52,11,1,4,24,25,14,50,7,1,3,3,1,208,228,0.250,0.307,0.370,0.677,0.120,0.300,-2.4,21.93%,6.14%,3.57,0.312,0.329,0.251
wisede01,46,9,1,5,19,21,15,39,4,1,1,3,1,182,200,0.253,0.313,0.396,0.709,0.143,0.312,-0.1,19.50%,7.50%,2.60,0.297,0.322,0.260
wongko01,129,24,3,13,56,67,35,97,12,3,9,17,6,503,550,0.256,0.316,0.394,0.710,0.137,0.314,0.3,17.64%,6.36%,2.77,0.295,0.318,0.261
worthda01,45,9,1,4,22,23,15,44,5,1,2,3,2,185,205,0.243,0.307,0.368,0.674,0.124,0.300,-2.2,21.46%,7.32%,2.93,0.299,0.319,0.250
wrighda03,86,16,2,8,38,39,32,65,10,2,2,7,2,310,346,0.277,0.349,0.419,0.768,0.142,0.339,7.3,18.79%,9.25%,2.03,0.329,0.351,0.279
yelicch01,137,28,3,9,47,71,54,114,11,2,3,16,5,472,528,0.290,0.367,0.419,0.786,0.129,0.348,14.7,21.59%,10.23%,2.11,0.367,0.383,0.285
ynoara01,69,15,2,4,30,30,17,55,5,1,1,3,1,253,273,0.273,0.321,0.395,0.716,0.123,0.315,0.4,20.15%,6.23%,3.24,0.335,0.348,0.261
youklke01,44,10,1,5,19,22,15,42,5,1,3,2,1,179,200,0.246,0.315,0.397,0.711,0.151,0.314,0.2,21.00%,7.50%,2.80,0.295,0.321,0.261
youngch04,87,22,1,13,46,52,36,88,7,3,4,7,2,371,415,0.235,0.309,0.404,0.713,0.170,0.315,0.7,21.20%,8.67%,2.44,0.274,0.307,0.262
youngde03,80,14,1,8,34,33,17,63,9,1,3,2,1,294,316,0.272,0.318,0.408,0.727,0.136,0.319,1.4,19.94%,5.38%,3.71,0.323,0.346,0.264
younger03,59,12,3,2,19,37,22,52,3,1,2,18,4,250,279,0.236,0.303,0.332,0.635,0.096,0.284,-6.5,18.64%,7.89%,2.36,0.291,0.298,0.239
youngmi02,49,9,1,4,18,20,15,33,6,1,1,1,0,182,200,0.269,0.328,0.396,0.724,0.126,0.320,1.1,16.50%,7.50%,2.20,0.310,0.329,0.265
zimmery01,99,23,1,15,62,50,37,84,11,1,1,3,1,375,419,0.264,0.332,0.451,0.782,0.187,0.341,9.3,20.05%,8.83%,2.27,0.304,0.340,0.280
zobribe01,126,29,2,11,51,66,57,70,9,3,2,7,3,468,533,0.269,0.351,0.410,0.761,0.141,0.338,10.5,13.13%,10.69%,1.23,0.297,0.317,0.278
zuninmi01,84,17,1,15,46,45,26,138,10,1,9,2,2,401,441,0.209,0.273,0.369,0.642,0.160,0.283,-10.5,31.29%,5.90%,5.31,0.278,0.319,0.239
