playerID,H,2B,3B,HR,RBI,R,BB,SO,GIDP,IBB,HBP,SB,CS,AB,PA,AVG,OBP,SLG,OPS,ISO,wOBA,wRAA,K%,BB%,K:BB,BABIP,BACON,TAV
abreubo01,48,10,1,4,20,20,19,37,4,1,1,3,1,192,216,0.250,0.321,0.375,0.696,0.125,0.309,-0.6,17.13%,8.80%,1.95,0.291,0.310,0.257
abreujo02,159,32,2,28,92,78,43,127,14,10,11,3,1,540,596,0.294,0.359,0.517,0.875,0.222,0.384,33.7,21.31%,7.21%,2.95,0.340,0.385,0.311
abreuto01,47,11,2,5,21,24,14,41,5,1,2,2,2,182,200,0.258,0.318,0.423,0.741,0.165,0.325,1.8,20.50%,7.00%,2.93,0.309,0.333,0.268
ackledu01,87,18,3,10,42,43,29,70,7,1,2,4,3,351,386,0.248,0.309,0.402,0.711,0.154,0.312,-0.4,18.13%,7.51%,2.41,0.284,0.310,0.259
adamecr01,53,9,2,5,23,25,17,49,5,2,2,3,2,209,230,0.254,0.316,0.388,0.703,0.134,0.312,-0.2,21.30%,7.39%,2.88,0.310,0.331,0.259
adamsda02,44,9,1,5,21,21,16,45,5,1,2,2,1,181,200,0.243,0.312,0.387,0.698,0.144,0.309,-0.6,22.50%,8.00%,2.81,0.298,0.324,0.257
adamsla01,46,9,1,5,22,23,16,42,4,1,2,3,1,181,200,0.254,0.322,0.398,0.719,0.144,0.318,0.8,21.00%,8.00%,2.63,0.306,0.331,0.264
adamsma01,89,19,2,11,46,38,22,78,6,2,1,2,1,324,349,0.275,0.323,0.448,0.770,0.173,0.336,6.3,22.35%,6.30%,3.55,0.332,0.362,0.276
adducji02,45,9,1,4,19,23,18,46,4,1,1,4,1,190,211,0.237,0.306,0.358,0.664,0.121,0.296,-2.9,21.80%,8.53%,2.56,0.293,0.313,0.248
adriaeh01,59,14,1,4,27,30,24,55,6,1,4,5,3,247,278,0.239,0.316,0.352,0.669,0.113,0.299,-3.0,19.78%,8.63%,2.29,0.293,0.307,0.250
aguilje01,48,9,1,5,23,22,17,50,4,1,2,3,1,193,214,0.249,0.316,0.383,0.699,0.135,0.310,-0.5,23.36%,7.94%,2.94,0.312,0.336,0.258
ahmedni01,95,18,4,10,38,50,30,82,6,1,2,5,4,399,437,0.238,0.295,0.378,0.673,0.140,0.296,-6.0,18.76%,6.86%,2.73,0.277,0.300,0.248
alberha01,58,10,2,5,24,30,16,50,5,1,2,3,1,231,252,0.251,0.305,0.377,0.682,0.126,0.301,-2.4,19.84%,6.35%,3.13,0.301,0.320,0.251
alcanar01,51,10,1,7,25,28,19,67,4,1,2,6,3,223,246,0.229,0.295,0.377,0.672,0.148,0.297,-3.1,27.24%,7.72%,3.53,0.295,0.327,0.248
almonab01,80,17,3,8,34,43,27,81,8,1,1,7,2,318,351,0.252,0.312,0.399,0.712,0.148,0.312,-0.2,23.08%,7.69%,3.00,0.314,0.338,0.259
almonzo01,46,8,1,5,21,21,15,44,4,1,1,4,1,187,204,0.246,0.305,0.380,0.685,0.134,0.303,-1.7,21.57%,7.35%,2.93,0.297,0.322,0.253
alonsyo01,104,20,1,8,43,48,38,62,12,3,3,6,3,386,430,0.269,0.340,0.389,0.728,0.119,0.324,3.9,14.42%,8.84%,1.63,0.304,0.321,0.268
altheaa01,63,16,3,8,35,38,25,65,6,1,5,7,2,248,281,0.254,0.335,0.440,0.774,0.185,0.339,5.8,23.13%,8.90%,2.60,0.314,0.344,0.279
altuvjo01,177,36,3,10,58,74,34,71,18,6,5,36,10,570,615,0.311,0.355,0.437,0.792,0.126,0.349,17.6,11.54%,5.53%,2.09,0.342,0.355,0.286
alvarda02,50,10,1,6,22,25,17,46,4,1,2,3,1,196,216,0.255,0.321,0.408,0.729,0.153,0.321,1.4,21.30%,7.87%,2.71,0.306,0.333,0.266
alvarpe01,106,18,1,24,72,57,45,132,10,7,3,5,1,440,490,0.241,0.316,0.450,0.766,0.209,0.337,9.6,26.94%,9.18%,2.93,0.289,0.344,0.278
amarial01,91,15,3,6,39,39,29,71,7,4,2,7,2,387,425,0.235,0.292,0.336,0.628,0.101,0.281,-10.8,16.71%,6.82%,2.45,0.274,0.288,0.237
anderbr05,46,9,1,5,23,22,17,41,5,1,2,3,1,183,204,0.251,0.322,0.393,0.715,0.142,0.317,0.6,20.10%,8.33%,2.41,0.299,0.324,0.263
andinro01,44,9,1,4,20,21,17,44,5,1,1,3,1,180,200,0.244,0.313,0.372,0.685,0.128,0.304,-1.4,22.00%,8.50%,2.59,0.303,0.324,0.254
andruel01,143,28,2,6,54,70,45,88,16,1,3,25,9,539,599,0.265,0.325,0.358,0.683,0.093,0.304,-4.4,14.69%,7.51%,1.96,0.308,0.317,0.253
ankieri01,43,9,1,6,23,22,15,51,3,1,1,2,1,182,200,0.236,0.298,0.396,0.694,0.159,0.305,-1.3,25.50%,7.50%,3.40,0.296,0.328,0.254
annade01,45,9,1,5,22,23,16,42,4,1,2,3,1,183,203,0.246,0.313,0.388,0.701,0.142,0.310,-0.4,20.69%,7.88%,2.63,0.294,0.319,0.258
aokino01,113,16,3,5,33,51,36,42,7,1,6,13,6,404,451,0.280,0.348,0.371,0.719,0.092,0.321,2.7,9.31%,7.98%,1.17,0.303,0.312,0.265
arciaos01,62,11,1,11,35,30,21,78,5,3,4,2,1,249,274,0.249,0.318,0.434,0.751,0.185,0.331,4.0,28.47%,7.66%,3.71,0.319,0.363,0.273
arenano01,151,38,3,26,90,76,33,95,16,6,4,3,3,536,579,0.282,0.328,0.509,0.837,0.228,0.363,23.1,16.41%,5.70%,2.88,0.301,0.342,0.296
arencjp01,53,11,0,11,34,26,13,69,5,0,3,1,1,241,259,0.220,0.268,0.402,0.671,0.183,0.292,-4.4,26.64%,5.02%,5.31,0.261,0.308,0.245
ariasjo01,59,10,1,3,22,24,12,41,4,1,1,3,1,233,250,0.253,0.293,0.343,0.636,0.090,0.281,-6.3,16.40%,4.80%,3.42,0.296,0.307,0.237
arrueer01,46,9,1,4,22,23,16,47,4,1,2,3,1,184,204,0.250,0.317,0.375,0.692,0.125,0.307,-0.9,23.04%,7.84%,2.94,0.316,0.336,0.256
ascheco01,109,25,2,12,49,49,35,114,6,4,3,2,2,432,471,0.252,0.313,0.403,0.716,0.150,0.316,1.1,24.20%,7.43%,3.26,0.317,0.343,0.262
ashlene01,47,10,1,5,22,24,15,45,4,1,2,3,1,190,210,0.247,0.309,0.389,0.699,0.142,0.308,-0.8,21.43%,7.14%,3.00,0.300,0.324,0.257
avilaal01,69,15,1,9,36,37,46,104,7,1,2,1,2,306,355,0.225,0.331,0.369,0.700,0.144,0.314,0.3,29.30%,12.96%,2.26,0.311,0.342,0.261
avilemi01,88,15,1,7,37,46,21,54,13,1,2,8,3,362,396,0.243,0.288,0.348,0.636,0.105,0.281,-10.0,13.64%,5.30%,2.57,0.269,0.286,0.237
aybarer01,146,29,3,6,53,69,29,70,11,2,4,13,6,540,583,0.270,0.312,0.369,0.681,0.098,0.300,-5.9,12.01%,4.97%,2.41,0.302,0.311,0.251
baezja01,57,12,1,8,25,28,19,81,5,1,2,5,2,242,263,0.236,0.297,0.393,0.689,0.157,0.303,-2.1,30.80%,7.22%,4.26,0.320,0.354,0.253
bakerje03,60,11,2,8,29,31,21,61,6,1,2,2,1,237,262,0.253,0.319,0.418,0.737,0.165,0.323,2.2,23.28%,8.02%,2.90,0.310,0.341,0.267
bakerjo01,44,8,1,3,20,17,19,51,5,2,2,2,1,197,221,0.223,0.298,0.320,0.618,0.096,0.280,-5.8,23.08%,8.60%,2.68,0.287,0.301,0.236
bandyje01,48,9,1,6,23,24,16,41,4,1,2,3,1,181,201,0.265,0.332,0.425,0.757,0.160,0.333,3.2,20.40%,7.96%,2.56,0.313,0.343,0.274
bantzbr01,47,9,1,5,22,23,17,41,4,1,2,3,1,180,200,0.261,0.332,0.406,0.737,0.144,0.326,2.1,20.50%,8.50%,2.41,0.313,0.338,0.269
barmecl01,69,16,1,5,26,32,19,67,4,3,4,2,1,295,324,0.234,0.289,0.346,0.635,0.112,0.284,-7.6,20.68%,5.86%,3.53,0.287,0.303,0.239
barneau01,49,11,1,5,22,26,20,44,6,1,2,4,1,194,218,0.253,0.329,0.397,0.726,0.144,0.321,1.5,20.18%,9.17%,2.20,0.303,0.327,0.266
barnebr02,86,17,2,7,33,42,24,99,8,2,3,7,5,340,372,0.253,0.308,0.376,0.684,0.124,0.303,-3.1,26.61%,6.45%,4.13,0.338,0.357,0.253
barneda01,51,11,1,4,22,24,17,35,6,2,3,2,1,218,241,0.234,0.298,0.349,0.647,0.115,0.290,-4.5,14.52%,7.05%,2.06,0.263,0.279,0.243
barnhtu01,77,13,1,7,29,34,30,65,9,4,3,2,2,306,343,0.252,0.324,0.369,0.694,0.118,0.312,-0.3,18.95%,8.75%,2.17,0.299,0.320,0.259
baronst01,47,9,1,6,22,24,16,43,6,1,2,3,1,187,206,0.251,0.317,0.406,0.723,0.155,0.319,0.9,20.87%,7.77%,2.69,0.297,0.326,0.264
bartlja01,45,9,1,5,20,23,15,41,4,1,2,3,1,180,200,0.250,0.315,0.394,0.709,0.144,0.313,0.0,20.50%,7.50%,2.73,0.299,0.324,0.260
bartoda02,46,8,1,5,23,24,18,40,3,1,2,2,1,184,206,0.250,0.324,0.386,0.709,0.136,0.315,0.3,19.42%,8.74%,2.22,0.295,0.319,0.261
bautijo02,132,26,1,30,90,89,85,95,16,4,5,7,2,503,600,0.262,0.374,0.497,0.871,0.235,0.381,32.5,15.83%,14.17%,1.12,0.270,0.324,0.309
baxtemi01,49,9,1,4,18,24,22,47,5,1,4,4,2,207,234,0.237,0.322,0.348,0.670,0.111,0.302,-2.1,20.09%,9.40%,2.14,0.288,0.306,0.252
bayja01,42,8,1,7,20,23,18,43,4,1,2,3,1,178,200,0.236,0.313,0.410,0.723,0.174,0.319,0.9,21.50%,9.00%,2.39,0.273,0.311,0.264
beckhgo01,80,18,1,8,32,41,25,64,10,2,4,3,1,333,367,0.240,0.301,0.372,0.673,0.132,0.299,-4.3,17.44%,6.81%,2.56,0.276,0.297,0.250
beckhti01,70,13,3,11,44,36,22,81,6,1,3,4,2,283,312,0.247,0.308,0.431,0.740,0.184,0.322,2.3,25.96%,7.05%,3.68,0.309,0.347,0.267
belnovi01,45,10,1,5,21,22,17,41,4,2,2,3,1,180,201,0.250,0.322,0.400,0.722,0.150,0.321,1.2,20.40%,8.46%,2.41,0.299,0.324,0.265
beltbr01,123,29,3,17,61,66,47,125,5,3,4,7,3,448,502,0.275,0.349,0.467,0.815,0.192,0.356,17.3,24.90%,9.36%,2.66,0.346,0.381,0.291
beltrad01,154,28,2,18,72,72,43,70,14,7,4,2,1,518,571,0.297,0.356,0.463,0.819,0.166,0.361,21.8,12.26%,7.53%,1.63,0.316,0.344,0.294
beltrca01,122,27,1,17,61,56,38,83,11,2,2,2,1,462,510,0.264,0.323,0.437,0.760,0.173,0.332,7.7,16.27%,7.45%,2.18,0.290,0.322,0.274
beltren01,47,9,1,5,21,25,16,40,4,1,2,3,2,181,200,0.260,0.327,0.403,0.730,0.144,0.322,1.5,20.00%,8.00%,2.50,0.309,0.333,0.267
berkmla01,44,8,1,5,21,20,20,36,4,1,1,2,1,178,200,0.247,0.327,0.388,0.714,0.140,0.317,0.7,18.00%,10.00%,1.80,0.285,0.310,0.263
bernaro01,41,9,1,4,18,22,17,47,4,1,3,4,1,186,208,0.220,0.296,0.344,0.640,0.124,0.287,-4.4,22.60%,8.17%,2.76,0.274,0.295,0.241
bernido01,45,9,1,4,21,24,18,42,4,1,2,3,1,181,204,0.249,0.323,0.376,0.699,0.127,0.311,-0.3,20.59%,8.82%,2.33,0.304,0.324,0.259
berryqu01,48,9,1,6,23,27,16,41,4,1,2,6,2,181,201,0.265,0.332,0.425,0.757,0.160,0.333,3.2,20.40%,7.96%,2.56,0.313,0.343,0.274
betanyu01,43,8,1,6,22,20,12,37,4,1,1,2,1,186,200,0.231,0.281,0.382,0.663,0.151,0.291,-3.5,18.50%,6.00%,3.08,0.259,0.289,0.244
betemwi01,45,9,1,5,21,22,16,40,5,1,2,3,1,180,200,0.250,0.318,0.394,0.713,0.144,0.315,0.3,20.00%,8.00%,2.50,0.296,0.321,0.262
bethach01,66,13,1,5,28,31,17,64,9,1,2,3,2,273,292,0.242,0.291,0.352,0.643,0.110,0.284,-6.7,21.92%,5.82%,3.76,0.299,0.316,0.239
bettsmo01,143,34,5,15,64,80,45,85,5,1,3,16,5,497,548,0.288,0.350,0.467,0.817,0.179,0.355,18.4,15.51%,8.21%,1.89,0.322,0.347,0.290
biancje01,46,8,1,3,21,21,13,42,4,1,1,3,2,191,208,0.241,0.293,0.340,0.633,0.099,0.282,-5.2,20.19%,6.25%,3.23,0.295,0.309,0.237
birdgr01,68,15,1,12,41,39,27,73,4,1,2,3,1,258,289,0.264,0.338,0.469,0.807,0.205,0.351,8.8,25.26%,9.34%,2.70,0.324,0.368,0.287
blackch02,158,29,5,16,60,81,37,104,5,3,10,28,9,552,606,0.286,0.342,0.444,0.786,0.158,0.344,15.1,17.16%,6.11%,2.81,0.329,0.353,0.282
blairca01,48,9,1,6,24,25,19,53,5,1,2,3,1,196,218,0.245,0.318,0.393,0.711,0.148,0.315,0.3,24.31%,8.72%,2.79,0.307,0.336,0.261
blancan01,83,23,2,9,33,39,26,60,12,1,4,3,2,301,336,0.276,0.341,0.455,0.797,0.179,0.347,9.2,17.86%,7.74%,2.31,0.319,0.344,0.285
blancgr01,103,19,4,6,37,53,42,77,6,4,2,13,5,381,430,0.270,0.346,0.388,0.734,0.118,0.328,5.2,17.91%,9.77%,1.83,0.326,0.339,0.271
blanche01,40,8,1,5,20,19,16,39,5,1,1,2,1,180,200,0.222,0.289,0.361,0.650,0.139,0.289,-3.9,19.50%,8.00%,2.44,0.257,0.284,0.243
blankky01,58,11,0,7,26,29,19,59,4,1,3,2,1,218,242,0.266,0.333,0.413,0.746,0.147,0.329,3.2,24.38%,7.85%,3.11,0.336,0.365,0.272
bloomwi01,59,9,1,3,23,24,14,44,5,1,2,3,2,231,250,0.255,0.304,0.342,0.646,0.087,0.287,-5.1,17.60%,5.60%,3.14,0.304,0.316,0.242
boescbr01,53,10,1,6,25,24,16,59,4,1,2,4,1,235,255,0.226,0.281,0.353,0.634,0.128,0.281,-6.6,23.14%,6.27%,3.69,0.276,0.301,0.237
bogaexa01,154,31,2,10,65,73,38,119,14,1,5,7,3,538,586,0.286,0.339,0.407,0.746,0.121,0.328,7.0,20.31%,6.48%,3.13,0.352,0.368,0.271
bogusbr01,55,11,1,7,24,28,17,52,5,1,2,4,1,210,230,0.262,0.323,0.424,0.747,0.162,0.328,2.7,22.61%,7.39%,3.06,0.318,0.348,0.271
bonifem01,64,12,2,3,21,31,19,63,3,1,1,13,5,260,284,0.246,0.300,0.342,0.642,0.096,0.285,-6.3,22.18%,6.69%,3.32,0.314,0.325,0.240
borboju01,44,8,1,5,18,22,18,40,3,1,1,5,1,179,200,0.246,0.318,0.385,0.704,0.140,0.312,-0.1,20.00%,9.00%,2.22,0.291,0.317,0.259
boscajc01,46,9,1,5,21,22,16,39,4,1,2,3,1,180,200,0.256,0.323,0.400,0.723,0.144,0.320,1.1,19.50%,8.00%,2.44,0.301,0.326,0.265
bourgja01,70,10,2,6,27,38,22,56,5,1,2,4,2,283,309,0.247,0.306,0.360,0.667,0.113,0.296,-4.3,18.12%,7.12%,2.55,0.290,0.308,0.248
bourjpe01,73,12,4,7,28,43,26,83,7,3,6,8,5,304,342,0.240,0.313,0.375,0.688,0.135,0.307,-1.7,24.27%,7.60%,3.19,0.308,0.330,0.255
bourju01,103,20,1,18,63,46,35,96,14,3,2,2,1,392,431,0.263,0.326,0.457,0.783,0.194,0.342,10.0,22.27%,8.12%,2.74,0.306,0.348,0.281
bournmi01,111,18,5,4,37,53,39,110,5,1,2,14,7,441,490,0.252,0.315,0.342,0.658,0.091,0.293,-7.7,22.45%,7.96%,2.82,0.327,0.335,0.246
bradlja02,76,20,3,8,42,50,33,100,8,1,4,6,1,331,370,0.230,0.307,0.381,0.688,0.151,0.304,-2.6,27.03%,8.92%,3.03,0.305,0.329,0.254
brantmi02,155,36,1,14,77,70,48,62,13,4,4,16,2,509,566,0.305,0.369,0.462,0.831,0.157,0.365,23.4,10.95%,8.48%,1.29,0.326,0.347,0.297
brantro01,46,9,1,4,23,20,16,47,6,1,2,2,1,198,218,0.232,0.296,0.348,0.645,0.116,0.287,-4.5,21.56%,7.34%,2.94,0.286,0.305,0.242
braunry02,134,27,4,20,76,72,47,110,17,5,4,15,5,488,542,0.275,0.343,0.469,0.812,0.195,0.356,18.4,20.30%,8.67%,2.34,0.318,0.354,0.291
brentbr01,48,10,1,5,22,24,15,44,4,1,2,3,1,184,203,0.261,0.323,0.408,0.731,0.147,0.322,1.5,21.67%,7.39%,2.93,0.319,0.343,0.267
brettry01,48,10,1,6,23,24,17,41,4,1,2,3,1,182,202,0.264,0.333,0.429,0.762,0.165,0.335,3.5,20.30%,8.42%,2.41,0.311,0.340,0.276
brignre01,46,10,1,4,21,20,18,55,6,2,1,3,1,196,218,0.235,0.302,0.357,0.659,0.122,0.295,-3.2,25.23%,8.26%,3.06,0.307,0.326,0.247
britoso01,53,12,2,6,23,27,17,46,4,1,2,4,1,197,217,0.269,0.333,0.442,0.775,0.173,0.339,4.5,21.20%,7.83%,2.71,0.324,0.351,0.279
brownan02,45,8,1,6,25,23,16,47,5,1,1,2,1,185,205,0.243,0.307,0.395,0.702,0.151,0.309,-0.6,22.93%,7.80%,2.94,0.295,0.326,0.257
brownco01,46,9,1,6,21,23,17,41,5,1,2,3,1,179,200,0.257,0.328,0.419,0.747,0.162,0.329,2.6,20.50%,8.50%,2.41,0.303,0.333,0.272
browndo01,81,15,2,11,47,38,26,67,5,2,1,5,2,324,353,0.250,0.308,0.410,0.718,0.160,0.315,0.6,18.98%,7.37%,2.58,0.285,0.315,0.262
brownga02,48,9,1,5,22,23,16,41,4,1,2,3,1,182,201,0.264,0.330,0.407,0.737,0.143,0.325,2.0,20.40%,7.96%,2.56,0.316,0.340,0.269
brownjo05,46,9,1,5,23,22,16,39,4,1,2,3,1,180,200,0.256,0.323,0.400,0.723,0.144,0.320,1.1,19.50%,8.00%,2.44,0.301,0.326,0.265
browntr01,52,11,1,5,26,24,18,46,4,1,2,4,2,200,222,0.260,0.327,0.400,0.727,0.140,0.321,1.5,20.72%,8.11%,2.56,0.315,0.338,0.266
broxtke01,47,9,1,6,23,26,16,42,4,1,2,4,2,181,201,0.260,0.327,0.420,0.747,0.160,0.328,2.5,20.90%,7.96%,2.63,0.308,0.338,0.271
bruceja01,124,30,2,22,79,72,51,144,9,7,2,9,4,520,579,0.238,0.309,0.431,0.740,0.192,0.326,6.0,24.87%,8.81%,2.82,0.288,0.330,0.269
bryankr01,125,26,4,20,77,71,59,151,8,1,6,10,3,458,525,0.273,0.363,0.478,0.841,0.205,0.366,22.4,28.76%,11.24%,2.56,0.366,0.407,0.298
buckjo01,45,7,0,6,25,21,16,47,5,1,2,2,1,190,210,0.237,0.303,0.368,0.671,0.132,0.299,-2.4,22.38%,7.62%,2.94,0.285,0.315,0.250
burnsbi02,126,18,6,7,43,63,28,81,6,1,5,19,6,443,478,0.284,0.334,0.400,0.734,0.115,0.322,3.6,16.95%,5.86%,2.89,0.335,0.348,0.267
burriem01,48,9,1,5,22,24,17,40,4,1,2,3,1,181,202,0.265,0.335,0.409,0.744,0.144,0.329,2.5,19.80%,8.42%,2.35,0.316,0.340,0.271
bussni01,46,9,1,5,21,22,17,39,4,1,2,3,1,180,200,0.256,0.327,0.400,0.727,0.144,0.321,1.4,19.50%,8.50%,2.29,0.301,0.326,0.266
buterdr01,56,10,1,5,23,27,21,59,3,1,3,2,1,250,279,0.224,0.292,0.332,0.624,0.108,0.279,-7.5,21.15%,7.53%,2.81,0.274,0.293,0.236
butlebi03,134,27,1,12,64,58,51,96,21,5,5,1,0,502,561,0.267,0.341,0.396,0.737,0.129,0.329,7.0,17.11%,9.09%,1.88,0.310,0.330,0.271
butleda01,46,11,1,5,22,22,16,42,4,1,2,3,1,183,202,0.251,0.318,0.404,0.723,0.153,0.319,0.9,20.79%,7.92%,2.63,0.301,0.326,0.264
butlejo04,83,16,1,9,37,39,25,88,13,1,3,5,2,310,339,0.268,0.328,0.413,0.741,0.145,0.326,3.5,25.96%,7.37%,3.52,0.347,0.374,0.269
buxtoby01,60,14,2,7,25,33,19,68,5,1,2,4,3,246,269,0.244,0.303,0.402,0.706,0.159,0.309,-0.8,25.28%,7.06%,3.58,0.310,0.337,0.257
byrdma01,129,25,3,20,70,60,30,135,8,3,5,3,2,494,536,0.261,0.310,0.445,0.755,0.184,0.329,6.8,25.19%,5.60%,4.50,0.322,0.359,0.271
cabreas01,123,29,3,14,58,65,39,105,12,3,5,8,3,486,537,0.253,0.315,0.412,0.727,0.158,0.319,2.8,19.55%,7.26%,2.69,0.297,0.323,0.265
cabreev01,66,11,2,4,21,31,21,59,4,0,2,14,5,263,292,0.251,0.311,0.354,0.665,0.103,0.295,-4.3,20.21%,7.19%,2.81,0.310,0.324,0.247
cabreme01,155,31,2,12,67,69,40,82,16,2,2,5,2,554,604,0.280,0.331,0.408,0.738,0.128,0.324,5.5,13.58%,6.62%,2.05,0.311,0.328,0.268
cabremi01,145,30,1,22,85,73,62,87,16,11,3,2,1,455,524,0.319,0.404,0.534,0.938,0.215,0.414,42.1,16.60%,11.83%,1.40,0.355,0.394,0.332
cabrera01,53,10,1,6,24,26,16,44,5,1,2,3,1,196,215,0.270,0.332,0.423,0.755,0.153,0.332,3.2,20.47%,7.44%,2.75,0.322,0.349,0.274
cainlo01,146,30,4,11,63,76,36,107,13,3,7,23,6,505,552,0.289,0.345,0.430,0.775,0.141,0.340,12.1,19.38%,6.52%,2.97,0.349,0.367,0.280
calhoko01,144,26,3,21,72,81,45,132,8,1,4,5,3,544,597,0.265,0.325,0.439,0.765,0.175,0.333,9.8,22.11%,7.54%,2.93,0.315,0.350,0.275
calixor01,47,10,1,6,23,25,16,42,4,1,2,3,1,182,202,0.258,0.325,0.423,0.748,0.165,0.329,2.5,20.79%,7.92%,2.63,0.306,0.336,0.271
callaal01,81,14,0,5,35,35,36,49,10,1,1,1,1,334,376,0.243,0.318,0.329,0.647,0.087,0.292,-6.4,13.03%,9.57%,1.36,0.271,0.284,0.245
campato01,46,8,1,4,19,26,15,44,3,1,2,7,3,189,208,0.243,0.306,0.360,0.666,0.116,0.296,-2.8,21.15%,7.21%,2.93,0.298,0.317,0.248
campber01,69,14,1,6,31,37,31,69,11,1,4,6,2,286,324,0.241,0.324,0.360,0.684,0.119,0.306,-1.7,21.30%,9.57%,2.23,0.299,0.318,0.255
canhama01,103,21,3,14,60,55,33,90,9,1,6,7,2,401,442,0.257,0.323,0.429,0.752,0.172,0.329,5.6,20.36%,7.47%,2.73,0.300,0.331,0.271
canoro01,162,32,1,18,77,72,49,85,19,10,4,6,3,547,604,0.296,0.358,0.457,0.815,0.161,0.361,23.4,14.07%,8.11%,1.73,0.324,0.351,0.295
carpema01,147,37,3,15,66,92,71,112,5,3,6,4,3,521,603,0.282,0.375,0.451,0.826,0.169,0.364,24.4,18.57%,11.77%,1.58,0.335,0.359,0.296
carpmi01,48,11,1,5,27,25,20,49,5,1,3,2,1,190,215,0.253,0.333,0.400,0.733,0.147,0.325,2.1,22.79%,9.30%,2.45,0.316,0.340,0.269
carreez01,72,14,1,6,34,40,21,66,5,1,4,7,2,273,303,0.264,0.326,0.388,0.714,0.125,0.316,0.7,21.78%,6.93%,3.14,0.328,0.348,0.262
carroja01,43,8,0,3,16,21,15,35,3,1,1,2,1,181,200,0.238,0.299,0.331,0.631,0.094,0.283,-4.8,17.50%,7.50%,2.33,0.280,0.295,0.238
carsoma01,48,9,1,6,22,24,16,38,4,1,2,4,1,180,200,0.267,0.333,0.428,0.761,0.161,0.335,3.4,19.00%,8.00%,2.38,0.309,0.338,0.276
cartech02,96,20,1,25,69,56,54,156,8,3,5,3,2,425,487,0.226,0.320,0.454,0.774,0.228,0.339,10.1,32.03%,11.09%,2.89,0.291,0.357,0.279
casalcu01,57,13,1,10,30,31,22,65,6,1,3,2,1,237,265,0.241,0.313,0.430,0.743,0.190,0.325,2.6,24.53%,8.30%,2.95,0.290,0.331,0.269
casilal01,44,9,1,4,20,23,16,38,4,1,1,6,2,180,200,0.244,0.310,0.372,0.682,0.128,0.303,-1.7,19.00%,8.00%,2.38,0.290,0.310,0.252
casteal01,46,10,1,6,22,23,16,41,4,1,2,3,1,181,200,0.254,0.322,0.420,0.741,0.166,0.326,2.1,20.50%,8.00%,2.56,0.299,0.329,0.269
casteni01,133,31,4,13,68,50,39,140,14,2,2,2,3,510,555,0.261,0.316,0.414,0.730,0.153,0.319,2.8,25.23%,7.03%,3.59,0.336,0.359,0.265
castiru01,84,14,2,8,38,43,22,68,10,1,2,6,4,321,348,0.262,0.313,0.393,0.706,0.131,0.310,-0.8,19.54%,6.32%,3.09,0.310,0.332,0.258
castiwe01,97,20,1,15,51,43,31,102,11,2,7,2,1,389,431,0.249,0.316,0.422,0.738,0.172,0.324,3.8,23.67%,7.19%,3.29,0.301,0.338,0.268
castrda01,59,10,2,7,24,32,17,49,7,1,2,3,1,229,250,0.258,0.315,0.410,0.725,0.153,0.318,1.0,19.60%,6.80%,2.88,0.301,0.328,0.264
castrja01,94,23,1,13,46,47,37,123,7,2,4,2,1,395,439,0.238,0.310,0.400,0.710,0.162,0.313,0.0,28.02%,8.43%,3.32,0.313,0.346,0.260
castrst01,137,27,2,12,58,54,29,100,17,3,5,6,4,510,546,0.269,0.314,0.400,0.714,0.131,0.314,0.5,18.32%,5.31%,3.45,0.314,0.334,0.261
cecchga01,47,10,1,5,22,25,17,47,4,1,3,3,1,185,206,0.254,0.327,0.400,0.727,0.146,0.322,1.4,22.82%,8.25%,2.76,0.316,0.341,0.266
cecilda01,53,10,1,6,23,26,18,56,4,1,3,6,2,215,237,0.247,0.314,0.386,0.700,0.140,0.310,-0.6,23.63%,7.59%,3.11,0.307,0.333,0.258
cedenro02,45,8,1,4,19,20,14,44,4,1,2,3,2,183,201,0.246,0.307,0.366,0.673,0.120,0.299,-2.3,21.89%,6.97%,3.14,0.304,0.324,0.250
centeju01,47,9,1,5,21,21,18,45,5,1,2,3,1,195,215,0.241,0.312,0.374,0.686,0.133,0.305,-1.4,20.93%,8.37%,2.50,0.290,0.313,0.254
cervefr01,120,20,3,9,45,55,41,95,11,1,7,3,1,419,471,0.286,0.360,0.413,0.773,0.126,0.342,10.8,20.17%,8.70%,2.32,0.352,0.370,0.281
cespeyo01,150,33,5,26,89,84,36,130,12,4,4,7,4,558,602,0.269,0.318,0.486,0.803,0.217,0.348,16.7,21.59%,5.98%,3.61,0.308,0.350,0.285
chambad01,45,9,1,5,21,24,17,43,4,2,2,3,2,180,200,0.250,0.322,0.394,0.716,0.144,0.319,0.9,21.50%,8.50%,2.53,0.303,0.328,0.264
chaveen01,54,10,1,3,19,21,13,33,4,1,1,3,2,207,226,0.261,0.308,0.362,0.670,0.101,0.297,-3.0,14.60%,5.75%,2.54,0.298,0.310,0.248
chaveer01,49,10,1,6,26,22,17,40,5,2,1,3,1,186,208,0.263,0.328,0.425,0.753,0.161,0.332,3.2,19.23%,8.17%,2.35,0.307,0.336,0.274
chiriro01,79,19,1,12,43,42,29,79,6,1,6,2,1,328,370,0.241,0.314,0.415,0.729,0.174,0.320,2.1,21.35%,7.84%,2.72,0.283,0.317,0.265
chiselo01,103,24,1,11,52,49,31,86,6,2,4,4,1,396,434,0.260,0.320,0.409,0.729,0.149,0.321,2.7,19.82%,7.14%,2.77,0.308,0.332,0.266
